# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 24 03:51:20 2026
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
#
kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_impact,koi_impact_err1,koi_impact_err2,koi_prad,koi_prad_err1,koi_prad_err2
K06192.01,,FALSE POSITIVE,FALSE POSITIVE,0.7200,0.0750,-0.0940,90.08,2.767e+01,-1.492e+01
K06193.01,,FALSE POSITIVE,FALSE POSITIVE,0.5250,0.0770,-0.0690,124.19,7.588e+01,-7.589e+01
K06194.01,,CANDIDATE,CANDIDATE,1.1450,6.9270,-0.0170,140.14,5.600e+00,-3.180e+01
K06194.02,,FALSE POSITIVE,FALSE POSITIVE,0.7163,0.0159,-0.5390,14.71,1.050e+00,-3.580e+00
K06195.01,,CANDIDATE,CANDIDATE,0.3050,0.1650,-0.3050,1.73,1.200e-01,-1.400e-01
K04032.03,Kepler-1542 d,CONFIRMED,CANDIDATE,0.5050,0.4190,-0.3020,0.91,1.400e-01,-1.300e-01
K04032.04,Kepler-1542 e,CONFIRMED,CANDIDATE,0.0830,0.3550,-0.0830,0.85,1.300e-01,-1.200e-01
K04034.02,,CANDIDATE,CANDIDATE,1.1050,7.3420,-0.0630,46.44,3.350e+00,-1.420e+01
K04046.02,,FALSE POSITIVE,FALSE POSITIVE,0.8010,0.1390,-0.5580,1.84,5.700e-01,-1.900e-01
K04103.02,,CANDIDATE,CANDIDATE,0.3140,0.1540,-0.3140,1.10,1.000e-01,-4.000e-02
K04131.02,,FALSE POSITIVE,FALSE POSITIVE,0.4046,0.3290,-0.3469,4.41,1.220e+00,-1.320e+00
K00521.02,,CANDIDATE,CANDIDATE,0.5920,0.3800,-0.3950,1.19,3.500e-01,-1.900e-01
K04181.02,,FALSE POSITIVE,FALSE POSITIVE,0.5312,0.0524,-0.4692,2.24,8.200e-01,-2.100e-01
K05993.01,,FALSE POSITIVE,FALSE POSITIVE,0.9240,0.4830,-0.0570,29.95,8.570e+00,-1.141e+01
K05994.01,,FALSE POSITIVE,FALSE POSITIVE,0.5670,0.0080,-0.0050,30.97,7.080e+00,-2.830e+00
K05995.01,,FALSE POSITIVE,FALSE POSITIVE,1.2360,0.2950,-0.1040,49.79,1.326e+01,-1.623e+01
K05996.01,,FALSE POSITIVE,FALSE POSITIVE,1.2150,6.7540,-0.0180,19.43,5.500e-01,-9.400e-01
K05997.01,,FALSE POSITIVE,FALSE POSITIVE,0.9360,0.2100,-0.0020,26.08,5.730e+00,-3.340e+00
K00649.02,,CANDIDATE,CANDIDATE,0.2130,0.2320,-0.2130,0.92,1.700e-01,-1.300e-01
K05998.01,,FALSE POSITIVE,FALSE POSITIVE,0.7300,0.0340,-0.0340,90.12,2.610e+01,-2.873e+01
K05999.01,,FALSE POSITIVE,FALSE POSITIVE,1.2680,6.4440,-0.2060,24.91,2.810e+00,-2.520e+00
K06102.01,,CANDIDATE,CANDIDATE,0.7285,0.0407,-0.5362,1.67,1.060e+00,-3.500e-01
K06103.01,Kepler-1981 b,CONFIRMED,CANDIDATE,0.6330,0.2190,-0.4050,9.23,1.760e+00,-4.100e+00
K07860.01,,FALSE POSITIVE,FALSE POSITIVE,0.6380,0.3420,-0.4310,0.60,2.000e-01,-8.000e-02
K06103.02,,CANDIDATE,CANDIDATE,1.3460,6.9450,-0.0620,118.62,2.257e+01,-5.268e+01
K06104.01,,FALSE POSITIVE,FALSE POSITIVE,0.9280,0.0180,-0.6680,2.38,6.400e-01,-3.500e-01
K06104.02,,FALSE POSITIVE,FALSE POSITIVE,0.2921,0.1534,-0.2919,2.90,1.160e+00,-3.700e-01
K06105.01,,FALSE POSITIVE,FALSE POSITIVE,0.6187,0.0443,-0.4673,5.51,1.920e+00,-1.470e+00
K06106.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06107.01,,FALSE POSITIVE,FALSE POSITIVE,1.1300,6.5890,-0.1230,110.29,2.513e+01,-5.859e+01
K06196.01,,FALSE POSITIVE,FALSE POSITIVE,0.6460,0.0480,-0.0380,102.31,3.103e+01,-2.537e+01
K06197.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06198.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,,,184.22,8.658e+01,-7.082e+01
K06199.01,,FALSE POSITIVE,FALSE POSITIVE,0.1224,0.3718,-0.1222,5.96,3.910e+00,-1.010e+00
K01628.03,,CANDIDATE,CANDIDATE,0.2110,0.2330,-0.2110,1.76,3.100e-01,-1.000e-01
K06200.01,,FALSE POSITIVE,FALSE POSITIVE,42.7780,24.3300,-27.7600,15056.90,2.803e+03,-5.342e+03
K06201.01,,FALSE POSITIVE,FALSE POSITIVE,0.5130,0.0160,-0.0220,150.94,3.262e+01,-4.355e+01
K06202.01,,CANDIDATE,CANDIDATE,,,,,,
K04192.02,,CANDIDATE,CANDIDATE,0.2590,0.1890,-0.2590,1.14,1.500e-01,-6.000e-02
K04246.02,,CANDIDATE,CANDIDATE,0.3710,0.0830,-0.3710,1.12,3.300e-01,-2.500e-01
K04287.02,,CANDIDATE,CANDIDATE,0.4470,0.5020,-0.2480,0.85,1.500e-01,-1.800e-01
K04323.02,,FALSE POSITIVE,FALSE POSITIVE,0.7770,,,0.89,2.700e-01,-2.300e-01
K04385.02,Kepler-1600 b,CONFIRMED,CANDIDATE,0.0100,0.4410,-0.0100,2.96,1.700e-01,-1.900e-01
K07865.01,,CANDIDATE,CANDIDATE,1.2620,0.9640,-0.0180,61.49,3.897e+01,-3.897e+01
K04385.03,,CANDIDATE,CANDIDATE,0.2800,0.1820,-0.2800,1.45,8.000e-02,-9.000e-02
K04435.02,,CANDIDATE,CANDIDATE,0.2590,0.1898,-0.2589,0.81,3.300e-01,-7.000e-02
K04541.02,,CANDIDATE,CANDIDATE,0.0400,0.4260,-0.0400,1.98,3.100e-01,-3.000e-01
K06000.01,,FALSE POSITIVE,FALSE POSITIVE,0.2930,0.1840,-0.2930,1.26,3.800e-01,-1.300e-01
K06001.01,,FALSE POSITIVE,FALSE POSITIVE,0.0310,0.4320,-0.0300,1.12,2.900e-01,-1.200e-01
K06002.01,,FALSE POSITIVE,FALSE POSITIVE,0.6890,0.2340,-0.4680,1.27,4.000e-01,-1.700e-01
K07872.01,,FALSE POSITIVE,FALSE POSITIVE,1.2550,6.9340,-4.6520,259.36,6.986e+01,-4.076e+01
K06003.01,,FALSE POSITIVE,FALSE POSITIVE,0.3840,0.0670,-0.3830,1.27,1.100e-01,-1.300e-01
K06004.01,,FALSE POSITIVE,FALSE POSITIVE,0.9660,0.0140,-0.0150,2.02,3.700e-01,-2.000e-01
K06005.01,,FALSE POSITIVE,FALSE POSITIVE,0.4280,0.2340,-0.4280,0.84,1.400e-01,-5.000e-02
K06006.01,,FALSE POSITIVE,FALSE POSITIVE,0.7460,0.2340,-0.5030,2.06,3.500e-01,-7.600e-01
K06007.01,,FALSE POSITIVE,FALSE POSITIVE,0.9790,1.7350,-0.0110,1.44,2.300e-01,-1.200e-01
K06108.01,,CANDIDATE,CANDIDATE,0.4516,0.0439,-0.4516,1.07,4.700e-01,-1.600e-01
K06109.01,,FALSE POSITIVE,FALSE POSITIVE,0.7090,0.0080,-0.0040,81.61,1.775e+01,-1.183e+01
K01082.04,,CANDIDATE,CANDIDATE,0.1240,0.3300,-0.1240,1.45,6.000e-02,-1.100e-01
K06109.02,,FALSE POSITIVE,FALSE POSITIVE,0.0164,0.4550,-0.0164,1.90,4.500e-01,-8.000e-01
K06110.01,,FALSE POSITIVE,FALSE POSITIVE,0.0490,0.4030,-0.0490,1.37,1.300e-01,-1.100e-01
K06111.01,,CANDIDATE,CANDIDATE,0.2250,0.2337,-0.2248,3.63,1.270e+00,-1.170e+00
K06112.01,,FALSE POSITIVE,FALSE POSITIVE,0.6610,0.0040,-0.0060,92.34,2.564e+01,-3.421e+01
K06113.01,,FALSE POSITIVE,FALSE POSITIVE,0.6160,0.0160,-0.0050,35.81,8.000e+00,-3.190e+00
K06203.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06204.01,,FALSE POSITIVE,FALSE POSITIVE,1.2620,2.4530,-0.0780,47.65,1.589e+01,-1.749e+01
K06205.01,,FALSE POSITIVE,FALSE POSITIVE,0.1980,0.0150,-0.0120,274.78,4.350e+01,-1.391e+02
K06206.01,,FALSE POSITIVE,FALSE POSITIVE,0.7620,0.0010,-0.0010,27.64,7.860e+00,-4.230e+00
K06207.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0.0320,-0.0010,18.98,2.170e+00,-1.960e+00
K07866.01,,FALSE POSITIVE,FALSE POSITIVE,1.2640,0.6930,-0.1670,42.10,1.243e+01,-9.330e+00
K06208.01,,FALSE POSITIVE,FALSE POSITIVE,0.2350,0.2890,-0.2350,14.54,2.600e+00,-9.300e-01
K06209.01,,CANDIDATE,CANDIDATE,0.0710,0.3910,-0.0710,2.20,7.100e-01,-2.400e-01
K01839.02,,CANDIDATE,CANDIDATE,0.9130,0.0680,-0.6380,4.93,2.860e+00,-2.860e+00
K07873.01,,CANDIDATE,CANDIDATE,0.2560,0.2090,-0.2560,0.57,1.600e-01,-6.000e-02
K00651.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06008.01,,FALSE POSITIVE,FALSE POSITIVE,0.9780,0.2920,-0.1030,1.66,4.600e-01,-1.300e-01
K06009.01,,FALSE POSITIVE,FALSE POSITIVE,0.8790,0.0540,-0.6440,1.23,4.100e-01,-1.400e-01
K06010.01,,FALSE POSITIVE,FALSE POSITIVE,0.9760,0.0110,-0.6840,1.35,3.200e-01,-1.100e-01
K06011.01,,FALSE POSITIVE,FALSE POSITIVE,0.9840,0.0310,-0.7220,1.37,3.300e-01,-1.100e-01
K06012.01,,FALSE POSITIVE,FALSE POSITIVE,0.9970,0.1090,-0.0130,2.67,7.200e-01,-7.200e-01
K06013.01,,FALSE POSITIVE,FALSE POSITIVE,0.9800,0.0020,-0.6850,1.59,4.200e-01,-1.300e-01
K06014.01,,FALSE POSITIVE,FALSE POSITIVE,0.1590,0.0090,-0.1160,37.65,8.690e+00,-5.070e+00
K06114.01,,FALSE POSITIVE,FALSE POSITIVE,0.9960,0.0620,-0.0120,36.91,5.210e+00,-1.562e+01
K07863.01,,CANDIDATE,CANDIDATE,0.0190,0.4320,-0.0180,0.52,1.400e-01,-6.000e-02
K06115.01,,CANDIDATE,CANDIDATE,,,,,,
K06116.01,,FALSE POSITIVE,FALSE POSITIVE,0.9510,0.1190,-0.0330,5.43,9.200e-01,-5.000e-01
K06118.01,,CANDIDATE,CANDIDATE,0.6109,0.0726,-0.4752,3.65,2.310e+00,-7.500e-01
K06118.02,,CANDIDATE,CANDIDATE,0.2695,0.1784,-0.2695,1.16,7.300e-01,-2.400e-01
K01250.02,,CANDIDATE,CANDIDATE,7.3743,3.1980,-5.8140,697.14,3.055e+02,-6.586e+01
K06119.01,,FALSE POSITIVE,FALSE POSITIVE,0.5050,0.0090,-0.0050,75.11,1.592e+01,-2.587e+01
K06120.01,,CANDIDATE,CANDIDATE,0.0420,0.4200,-0.0420,1.70,5.500e-01,-2.300e-01
K06209.02,,CANDIDATE,CANDIDATE,0.6680,0.2840,-0.4540,2.10,6.900e-01,-2.200e-01
K06210.01,,CANDIDATE,CANDIDATE,,,,,,
K06211.01,,FALSE POSITIVE,FALSE POSITIVE,0.5490,0.0090,-0.0030,98.16,3.057e+01,-1.782e+01
K06212.01,,FALSE POSITIVE,FALSE POSITIVE,0.8130,0.0020,-0.0020,11.71,2.890e+00,-1.560e+00
K06213.01,,FALSE POSITIVE,FALSE POSITIVE,1.2510,6.9900,-0.5340,37.66,1.160e+01,-3.880e+00
K06214.01,,FALSE POSITIVE,FALSE POSITIVE,0.0371,0.4145,-0.0368,4.22,1.480e+00,-2.190e+00
K06214.02,,CANDIDATE,CANDIDATE,0.3257,0.1155,-0.3257,4.10,1.440e+00,-2.130e+00
K06215.01,,FALSE POSITIVE,FALSE POSITIVE,0.2396,0.2508,-0.2395,1.90,9.000e-02,-1.400e-01
K03283.03,,CANDIDATE,CANDIDATE,0.4000,0.0522,-0.3999,1.72,2.200e-01,-1.300e-01
K03741.03,Kepler-1518 b,CONFIRMED,CANDIDATE,0.9620,0.0110,-0.7650,2.81,8.000e-01,-6.500e-01
K03741.04,Kepler-1518 c,CONFIRMED,CANDIDATE,0.9510,0.0270,-0.6500,2.90,8.200e-01,-6.800e-01
K04260.02,,FALSE POSITIVE,FALSE POSITIVE,0.0237,0.4450,-0.0236,1.43,9.000e-02,-6.000e-02
K04396.04,,CANDIDATE,CANDIDATE,,,,,,
K04777.02,,FALSE POSITIVE,FALSE POSITIVE,30.6120,33.8200,-28.6100,906.03,1.618e+02,-1.618e+02
K04781.02,,FALSE POSITIVE,FALSE POSITIVE,0.1508,0.3052,-0.1508,1.88,7.500e-01,-1.800e-01
K04913.02,,CANDIDATE,CANDIDATE,0.2370,0.2180,-0.2370,2.96,4.800e-01,-1.120e+00
K06015.01,,FALSE POSITIVE,FALSE POSITIVE,1.2860,6.5520,-0.1100,31.14,7.390e+00,-2.450e+00
K06016.01,,FALSE POSITIVE,FALSE POSITIVE,0.9510,0.1030,-0.0070,25.84,5.690e+00,-3.770e+00
K06017.01,,FALSE POSITIVE,FALSE POSITIVE,0.9600,0.0540,-0.0120,35.99,6.490e+00,-2.990e+00
K00736.03,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06018.01,,FALSE POSITIVE,FALSE POSITIVE,0.5800,0.0130,-0.0040,22.32,5.960e+00,-3.200e+00
K06019.01,,FALSE POSITIVE,FALSE POSITIVE,1.0400,0.0210,-0.0610,82.98,1.781e+01,-1.601e+01
K06020.01,,FALSE POSITIVE,FALSE POSITIVE,0.7940,0.4040,-0.0380,28.20,3.490e+00,-2.360e+00
K06021.01,,FALSE POSITIVE,FALSE POSITIVE,1.2560,0.6890,-0.1600,58.20,1.087e+01,-1.864e+01
K06120.02,,CANDIDATE,CANDIDATE,0.0856,0.3578,-0.0854,1.67,7.400e-01,-1.600e-01
K06121.01,,FALSE POSITIVE,FALSE POSITIVE,0.4660,0.0020,-0.0020,106.18,1.831e+01,-2.030e+01
K06122.01,,FALSE POSITIVE,FALSE POSITIVE,0.8740,0.1510,-0.5860,1.27,3.500e-01,-2.300e-01
K06123.01,,FALSE POSITIVE,FALSE POSITIVE,0.9140,0.9960,-0.0810,32.70,9.640e+00,-7.210e+00
K06124.01,,FALSE POSITIVE,FALSE POSITIVE,1.2910,0.1510,-0.0900,90.57,2.034e+01,-2.260e+01
K06125.01,,FALSE POSITIVE,FALSE POSITIVE,0.2370,0.0270,-0.0120,66.20,1.822e+01,-1.822e+01
K07874.01,,FALSE POSITIVE,FALSE POSITIVE,0.6620,0.1120,-0.3830,0.73,6.000e-02,-9.000e-02
K06126.01,,FALSE POSITIVE,FALSE POSITIVE,1.2110,0.5050,-0.0630,67.91,1.103e+01,-2.577e+01
K06127.01,,CANDIDATE,CANDIDATE,,,,,,
K06216.01,,CANDIDATE,CANDIDATE,,,,,,
K06216.02,,CANDIDATE,CANDIDATE,,,,,,
K01860.04,,CANDIDATE,CANDIDATE,0.6410,0.3130,-0.4200,1.58,2.300e-01,-1.700e-01
K06217.01,,CANDIDATE,CANDIDATE,0.0100,0.4520,-0.0100,4.44,4.700e-01,-1.600e-01
K06218.01,,FALSE POSITIVE,FALSE POSITIVE,0.5206,0.4167,-0.3103,3.78,2.330e+00,-1.370e+00
K06219.01,,FALSE POSITIVE,FALSE POSITIVE,0.9780,0.0240,-0.0190,135.84,2.535e+01,-5.070e+01
K06220.01,,FALSE POSITIVE,FALSE POSITIVE,0.3110,0.1880,-0.3110,1.44,3.800e-01,-4.700e-01
K06221.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,0.4300,-0.0020,12.89,9.200e-01,-1.160e+00
K04567.02,,CANDIDATE,CANDIDATE,0.9500,0.0010,-0.7280,1.11,3.700e-01,-1.200e-01
K06022.01,,FALSE POSITIVE,FALSE POSITIVE,1.2620,0.1650,-0.1060,34.42,7.030e+00,-3.240e+00
K06023.01,,FALSE POSITIVE,FALSE POSITIVE,0.5520,0.0160,-0.0020,30.98,8.780e+00,-4.740e+00
K06024.01,,FALSE POSITIVE,FALSE POSITIVE,0.9230,6.9980,-0.3050,31.15,1.365e+01,-1.667e+01
K06025.01,,FALSE POSITIVE,FALSE POSITIVE,0.9960,6.6910,-0.0200,43.89,9.690e+00,-6.450e+00
K06026.01,,FALSE POSITIVE,FALSE POSITIVE,0.8630,0.1050,-0.0130,49.77,9.970e+00,-1.496e+01
K06027.01,,FALSE POSITIVE,FALSE POSITIVE,0.5340,0.0150,-0.0160,78.78,2.280e+01,-1.861e+01
K00744.02,,FALSE POSITIVE,FALSE POSITIVE,0.0080,0.4600,-0.0080,1.12,3.600e-01,-1.200e-01
K06028.01,,FALSE POSITIVE,FALSE POSITIVE,1.1110,0.0970,-0.1300,72.01,2.261e+01,-8.080e+00
K07875.01,,CANDIDATE,CANDIDATE,0.1190,0.3280,-0.1180,1.32,3.900e-01,-1.700e-01
K01310.02,,CANDIDATE,CANDIDATE,0.0870,0.3780,-0.0870,3.33,4.800e-01,-8.300e-01
K06128.01,,FALSE POSITIVE,FALSE POSITIVE,0.9730,0.0010,-0.0020,3.79,1.060e+00,-1.070e+00
K06129.01,,FALSE POSITIVE,FALSE POSITIVE,0.8850,0.0030,-0.0040,79.21,1.422e+01,-2.844e+01
K06130.01,,CANDIDATE,CANDIDATE,0.0130,0.4350,-0.0130,1.05,8.000e-02,-7.000e-02
K06131.01,,FALSE POSITIVE,FALSE POSITIVE,0.1320,0.3478,-0.1320,1.12,8.800e-01,-7.200e-01
K06131.02,,FALSE POSITIVE,FALSE POSITIVE,0.5930,0.0552,-0.4628,2.04,1.620e+00,-1.310e+00
K06132.01,,CANDIDATE,CANDIDATE,0.0690,0.2530,-0.0690,13.00,3.950e+00,-3.550e+00
K06132.02,Kepler-1640 b,CONFIRMED,CANDIDATE,0.8150,0.0320,-0.5690,5.83,1.780e+00,-1.590e+00
K06222.01,,FALSE POSITIVE,FALSE POSITIVE,0.3202,0.1361,-0.3201,4.85,1.830e+00,-4.900e-01
K06223.01,,FALSE POSITIVE,FALSE POSITIVE,0.5390,0.0020,-0.0030,75.28,2.415e+01,-8.620e+00
K06224.01,,CANDIDATE,CANDIDATE,,,,,,
K06224.02,,FALSE POSITIVE,FALSE POSITIVE,0.3967,0.0460,-0.3967,2.69,1.610e+00,-5.500e-01
K06225.01,,FALSE POSITIVE,FALSE POSITIVE,0.8780,0.2140,-0.0330,26.98,8.330e+00,-2.780e+00
K01996.02,,CANDIDATE,CANDIDATE,0.2770,0.1760,-0.2770,0.84,6.000e-02,-5.000e-02
K06226.01,,FALSE POSITIVE,FALSE POSITIVE,0.8380,6.4290,-0.0810,21.79,2.050e+00,-1.830e+00
K06227.01,,FALSE POSITIVE,FALSE POSITIVE,0.0040,0.1020,-0.0040,52.74,2.974e+01,-1.602e+01
K00099.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K00750.03,,CANDIDATE,CANDIDATE,0.8510,0.1010,-0.6430,1.45,6.000e-02,-1.100e-01
K03283.02,,CANDIDATE,CANDIDATE,0.1230,0.3380,-0.1230,1.34,1.400e-01,-1.000e-01
K06029.01,,FALSE POSITIVE,FALSE POSITIVE,0.1980,0.0660,-0.0170,26.36,7.810e+00,-2.790e+00
K06030.01,,FALSE POSITIVE,FALSE POSITIVE,0.8720,0.9870,-0.0550,33.44,9.950e+00,-4.990e+00
K06031.01,,FALSE POSITIVE,FALSE POSITIVE,0.1740,0.0360,-0.0110,31.71,6.810e+00,-4.550e+00
K06032.01,,FALSE POSITIVE,FALSE POSITIVE,1.0830,0.1000,-0.0830,59.12,1.846e+01,-9.920e+00
K06033.01,,FALSE POSITIVE,FALSE POSITIVE,1.2640,1.1710,-0.1600,33.10,8.610e+00,-2.860e+00
K06034.01,,FALSE POSITIVE,FALSE POSITIVE,0.4570,0.0030,-0.0020,70.33,2.095e+01,-7.490e+00
K06035.01,,FALSE POSITIVE,FALSE POSITIVE,1.2250,6.8300,-0.4820,66.94,1.995e+01,-2.990e+01
K06036.01,,FALSE POSITIVE,FALSE POSITIVE,0.5930,0.0060,-0.0130,64.49,1.858e+01,-7.960e+00
K06132.03,,CANDIDATE,CANDIDATE,0.0010,0.4470,-0.0010,4.03,1.230e+00,-1.100e+00
K06133.01,,FALSE POSITIVE,FALSE POSITIVE,0.6458,0.3318,-0.4113,0.81,4.600e-01,-1.700e-01
K06134.01,,FALSE POSITIVE,FALSE POSITIVE,0.6130,0.0020,-0.0020,79.72,2.246e+01,-1.496e+01
K01319.02,,CANDIDATE,CANDIDATE,0.1086,0.3769,-0.1085,2.76,1.170e+00,-2.200e-01
K06135.01,,FALSE POSITIVE,FALSE POSITIVE,0.8790,0.4970,-0.0430,41.83,1.213e+01,-1.335e+01
K06136.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K06137.01,,CANDIDATE,CANDIDATE,0.6500,0.3030,-0.4490,1.44,5.000e-01,-1.600e-01
K06137.02,,FALSE POSITIVE,FALSE POSITIVE,0.0680,0.3830,-0.0680,1.22,4.200e-01,-1.400e-01
K06228.01,Kepler-1644 b,CONFIRMED,CANDIDATE,0.8320,0.0220,-0.5740,1.88,4.800e-01,-1.600e-01
K06229.01,,FALSE POSITIVE,FALSE POSITIVE,3.2190,0.2480,-0.7430,306.28,7.523e+01,-4.064e+01
K06230.01,,FALSE POSITIVE,FALSE POSITIVE,0.3990,0.0610,-0.0090,28.94,3.290e+00,-3.290e+00
K07867.01,,FALSE POSITIVE,FALSE POSITIVE,0.9050,0.0360,-0.0430,38.24,4.420e+00,-3.190e+00
K06231.01,,FALSE POSITIVE,FALSE POSITIVE,0.4188,0.0557,-0.4183,3.46,1.300e+00,-1.240e+00
K06232.01,,FALSE POSITIVE,FALSE POSITIVE,1.2690,6.1590,-0.1690,30.76,8.680e+00,-2.910e+00
K06233.01,Kepler-1645 b,CONFIRMED,CANDIDATE,0.0810,0.2650,-0.0810,2.25,7.000e-01,-3.000e-01
K06234.01,,FALSE POSITIVE,FALSE POSITIVE,1.2980,1.3160,-0.1060,92.61,3.407e+01,-2.787e+01
K06235.01,,FALSE POSITIVE,FALSE POSITIVE,1.2650,0.1820,-0.0950,158.25,7.272e+01,-4.849e+01
K00750.04,,FALSE POSITIVE,FALSE POSITIVE,0.4969,0.4653,-0.3028,0.90,5.000e-02,-6.000e-02
K00983.02,,FALSE POSITIVE,FALSE POSITIVE,1.3410,,,73.82,2.240e+01,-1.381e+01
K00989.04,,FALSE POSITIVE,FALSE POSITIVE,0.2428,0.2128,-0.2427,2.92,1.220e+00,-2.300e-01
K02311.03,Kepler-1185 b,CONFIRMED,CANDIDATE,0.5320,0.0230,-0.4610,1.39,2.000e-01,-6.000e-02
K02433.06,,CANDIDATE,CANDIDATE,0.0214,0.4317,-0.0213,1.64,9.500e-01,-2.000e-01
K02433.07,,CANDIDATE,CANDIDATE,0.9500,0.0110,-0.6460,2.85,9.900e-01,-3.300e-01
K02533.03,,CANDIDATE,CANDIDATE,0.1382,0.3270,-0.1381,2.38,1.140e+00,-7.600e-01
K07861.01,,FALSE POSITIVE,FALSE POSITIVE,0.7330,0.0050,-0.5450,2.10,7.100e-01,-2.300e-01
K02768.03,,FALSE POSITIVE,FALSE POSITIVE,0.5480,0.0410,-0.4440,1.17,3.000e-01,-1.000e-01
K06037.01,,FALSE POSITIVE,FALSE POSITIVE,0.1800,,,1.37,1.300e-01,-9.000e-02
K00841.04,,CANDIDATE,CANDIDATE,1.2190,69.5500,-1.0870,24.00,2.350e+00,-8.500e-01
K06038.01,,FALSE POSITIVE,FALSE POSITIVE,0.8520,0.0300,-0.0270,75.88,2.194e+01,-1.647e+01
K06039.01,,FALSE POSITIVE,FALSE POSITIVE,1.2720,0.0480,-0.0550,40.32,1.046e+01,-7.000e+00
K06040.01,,FALSE POSITIVE,FALSE POSITIVE,0.6750,0.0100,-0.0090,31.77,4.530e+00,-1.930e+00
K07864.01,,FALSE POSITIVE,FALSE POSITIVE,0.6580,0.3200,-0.4290,3.76,7.000e-01,-1.400e+00
K06041.01,,FALSE POSITIVE,FALSE POSITIVE,0.5990,0.0050,-0.0030,35.22,1.018e+01,-5.090e+00
K06042.01,,FALSE POSITIVE,FALSE POSITIVE,1.6530,0.2560,-0.3710,88.22,9.840e+00,-3.960e+00
K06043.01,,FALSE POSITIVE,FALSE POSITIVE,0.2240,0.2410,-0.2240,3.58,4.500e-01,-1.330e+00
K06138.01,,FALSE POSITIVE,FALSE POSITIVE,0.9490,0.0490,-0.0480,172.66,4.277e+01,-7.942e+01
K06139.01,,FALSE POSITIVE,FALSE POSITIVE,1.3210,1.4940,-0.1000,325.51,9.215e+01,-1.229e+02
K06141.01,,CANDIDATE,CANDIDATE,3.6303,44.3300,-2.4790,860.30,2.218e+02,-2.742e+02
K06142.01,,CANDIDATE,CANDIDATE,,,,,,
K06142.02,,CANDIDATE,CANDIDATE,11.3832,2.7140,-10.4000,2121.00,1.289e+03,-4.668e+02
K06142.03,,CANDIDATE,CANDIDATE,,,,,,
K01330.02,,FALSE POSITIVE,FALSE POSITIVE,0.1730,0.3120,-0.1730,2.15,1.500e-01,-1.900e-01
K06143.01,,FALSE POSITIVE,FALSE POSITIVE,0.0322,0.4265,-0.0321,5.37,9.800e-01,-2.300e+00
K02012.02,Kepler-1052 c,CONFIRMED,CANDIDATE,0.0250,0.4200,-0.0250,2.30,5.400e-01,-1.900e-01
K06236.01,,FALSE POSITIVE,FALSE POSITIVE,0.6220,0.0010,-0.0010,38.85,1.175e+01,-4.700e+00
K07876.01,,FALSE POSITIVE,FALSE POSITIVE,0.4240,0.0440,-0.4240,0.42,3.000e-02,-3.000e-02
K06236.02,,FALSE POSITIVE,FALSE POSITIVE,0.2760,0.1850,-0.2760,1.46,4.400e-01,-1.800e-01
K06237.01,,FALSE POSITIVE,FALSE POSITIVE,0.0094,0.4485,-0.0091,2.20,1.250e+00,-4.900e-01
K06237.02,,CANDIDATE,CANDIDATE,,,,,,
K06238.01,,CANDIDATE,CANDIDATE,,,,,,
K06239.01,,CANDIDATE,CANDIDATE,0.5052,0.0318,-0.4452,1.77,7.600e-01,-1.500e-01
K06239.02,,CANDIDATE,CANDIDATE,,,,,,
K06044.01,,FALSE POSITIVE,FALSE POSITIVE,1.2480,6.0550,-0.0530,31.12,8.280e+00,-4.840e+00
K06045.01,,FALSE POSITIVE,FALSE POSITIVE,0.8950,0.0030,-0.0030,18.70,3.730e+00,-8.100e+00
K06046.01,,FALSE POSITIVE,FALSE POSITIVE,1.2430,0.1120,-0.0620,60.59,1.626e+01,-1.465e+01
K06047.01,,FALSE POSITIVE,FALSE POSITIVE,1.1240,0.8350,-0.1830,119.91,2.427e+01,-4.848e+01
K00841.05,,CANDIDATE,CANDIDATE,0.7930,0.1590,-0.5600,3.71,3.600e-01,-1.400e-01
K06048.01,,FALSE POSITIVE,FALSE POSITIVE,0.8040,0.0070,-0.0090,105.22,1.409e+01,-3.948e+01
